# Hybrid(Sigma_u^-) to Quarkonium(Sigma_g^+) overlap results
# Generated on 05-Nov-2025 22:09:28
# Potentials: \Sigma_u^-(braaten) and \Sigma_g^+(braaten)
# Quark masses: 1.4702 4.8802 [GeV]
#
# Columns:
#   1  mass       (GeV)
#   2  J          (hybrid angular momentum)
#   3  n_H        (hybrid principal quantum number)
#   4  L          (quarkonium angular momentum)
#   5  n_Q        (quarkonium principal quantum number)
#   6  E_H        (hybrid energy, GeV)
#   7  E_Q        (quarkonium energy, GeV)
#   8  DeltaE     (E_H - E_Q, GeV)
#   9  Int_Hp x Q (Hp overlap integral)
#  10  Int_Hm x Q (Hm overlap integral)
#  11  Int_Hp Q   (Hp wavefunction overlap)
#  12  Int_Hm Q   (Hm wavefunction overlap)
#  13  Int_QxQ    (<r>_Q, expectation value)
#  14  C          (C = 3*(0.215*<r>_Q - 0.028)/DeltaE)
# ----------------------------------------------------------
  4.8802    1    2    1    1      10.90490162       9.87893651       1.02596511   6.79820502e-01   2.24989176e-02   2.28265171e-01  -2.50944055e-01   1.98341560e+00   1.16505235e+00
  4.8802    1    2    1    2      10.90490162      10.23389186       0.67100976  -1.49199790e+00  -2.44135570e+00  -3.81953323e-01  -8.03549327e-01   3.01851247e+00   2.77632407e+00
  4.8802    1    2    2    1      10.90490162      10.10632702       0.79857460   1.14627639e+00   8.76588845e-01   3.48262579e-01   8.35205397e-02   2.61719506e+00   2.00869252e+00
  4.8802    1    2    2    2      10.90490162      10.41558522       0.48931640  -1.48902775e+00  -2.79769847e+00  -3.25073141e-01  -8.17315806e-01   3.53611205e+00   4.48951288e+00
  4.8802    1    3    0    1      11.10317575       9.55125316       1.55192259   7.72134281e-01  -1.66719607e-01   3.81640264e-01  -1.75440602e-01   1.20849195e+00   4.48139175e-01
  4.8802    1    3    0    2      11.10317575      10.01718776       1.08598799  -1.64449242e+00   2.76559974e-01  -5.94370977e-01  -2.29888253e-02   2.44103366e+00   1.37245229e+00
  4.8802    1    3    1    1      11.10317575       9.87893651       1.22423924   1.48454990e+00  -1.94401746e-01   6.33879504e-01  -1.11348115e-01   1.98341560e+00   9.76363948e-01
  4.8802    1    3    1    2      11.10317575      10.23389186       0.86928389  -9.23577761e-01   9.37507553e-01  -2.58121970e-01   1.05246780e-01   3.01851247e+00   2.14307496e+00
  4.8802    1    3    2    1      11.10317575      10.10632702       0.99684873   1.78900281e+00  -4.10633097e-01   7.01714349e-01  -1.04410861e-01   2.61719506e+00   1.60916172e+00
  4.8802    1    3    2    2      11.10317575      10.41558522       0.68759053   2.38248407e-01   1.78835140e+00   1.30962183e-01   3.16214738e-01   3.53611205e+00   3.19491350e+00
